Id_busqueda,localidad,pais,palabras_clave,lang,Date_since,Date_until,periodo,total_alojamientos_N,total_alojamientos_NEU,total_alojamientos_P,total_producto_N,total_producto_NEU,total_producto_P,total_seguridad_N,total_seguridad_NEU,total_seguridad_P,total_clima_N,total_clima_NEU,total_clima_P
1,lerma,ES,parador calor,es,2021-08-01,2021-08-15,2021-08-01 2021-08-15,768,0,2233,54,0,723,10,0,254,679,0,347
